Station,Date,Time,Wind Spd (mph),Temp (°F),RH (%),Solar Rad (W/m2),Pressure (mb)
Stanford Met Tower,3/24/25,2245,4.1,60.1,86,0,1018.9
Stanford Met Tower,3/24/25,2230,5.1,60.5,84,0,1019.1
Stanford Met Tower,3/24/25,2215,4.9,61.6,82,0,1019.1
Stanford Met Tower,3/24/25,2200,5,62.1,81,0,1019
Stanford Met Tower,3/24/25,2145,3.8,62.3,81,0,1018.9
Stanford Met Tower,3/24/25,2130,3.9,62.9,80,0,1018.9
Stanford Met Tower,3/24/25,2115,3.6,64.1,77,0,1018.8
Stanford Met Tower,3/24/25,2100,3.7,64.7,78,0,1018.6
Stanford Met Tower,3/24/25,2045,4.1,65.9,74,0,1018.4
Stanford Met Tower,3/24/25,2030,3.4,66.7,73,0,1018.1
Stanford Met Tower,3/24/25,2015,3,67.5,71,0,1017.9
Stanford Met Tower,3/24/25,2000,2.4,69.2,68,0,1017.7
Stanford Met Tower,3/24/25,1945,1.8,71.5,63,1,1017.5
Stanford Met Tower,3/24/25,1930,3.4,75.2,54,6,1017.3
Stanford Met Tower,3/24/25,1915,4.4,77.2,51,21,1017.1
Stanford Met Tower,3/24/25,1900,3.3,78.8,49,68,1017
Stanford Met Tower,3/24/25,1845,3.2,80,47,119,1016.9
Stanford Met Tower,3/24/25,1830,2.9,80.5,43,166,1016.8
Stanford Met Tower,3/24/25,1815,3,80.9,42,217,1016.8
Stanford Met Tower,3/24/25,1800,2.1,81.2,42,269,1016.7
Stanford Met Tower,3/24/25,1745,3.4,81.4,40,321,1016.8
Stanford Met Tower,3/24/25,1730,2.8,81.2,42,372,1016.9
Stanford Met Tower,3/24/25,1715,2.6,81.6,41,423,1016.9
Stanford Met Tower,3/24/25,1700,2,81.9,40,473,1017.1
Stanford Met Tower,3/24/25,1645,1.8,81.6,41,522,1017.2
Stanford Met Tower,3/24/25,1630,2.3,80.8,44,568,1017.3
Stanford Met Tower,3/24/25,1615,3.4,81.1,41,612,1017.5
Stanford Met Tower,3/24/25,1600,3.1,80,42,652,1017.6
Stanford Met Tower,3/24/25,1545,2.4,81.7,41,691,1017.7
Stanford Met Tower,3/24/25,1530,4,80.3,42,724,1017.8
Stanford Met Tower,3/24/25,1515,4.1,80,41,755,1017.7
Stanford Met Tower,3/24/25,1500,4,79.6,38,782,1017.9
Stanford Met Tower,3/24/25,1445,3.6,79.2,40,808,1018
Stanford Met Tower,3/24/25,1430,3.3,79.4,41,825,1018
Stanford Met Tower,3/24/25,1415,3.9,77.4,46,841,1018.3
Stanford Met Tower,3/24/25,1400,4.3,77.8,51,852,1018.6
Stanford Met Tower,3/24/25,1345,4.6,77.2,49,860,1019
Stanford Met Tower,3/24/25,1330,4.5,76.1,51,864,1019.1
Stanford Met Tower,3/24/25,1315,4.8,76.6,47,865,1019.5
Stanford Met Tower,3/24/25,1300,4.8,75.1,52,859,1019.7
Stanford Met Tower,3/24/25,1245,4.3,74.8,51,851,1020
Stanford Met Tower,3/24/25,1230,4.5,72.8,51,838,1020.3
Stanford Met Tower,3/24/25,1215,3.9,73.2,50,821,1020.4
Stanford Met Tower,3/24/25,1200,3.1,71.6,53,798,1020.7
Stanford Met Tower,3/24/25,1145,3.5,71.5,53,774,1020.9
Stanford Met Tower,3/24/25,1130,2.8,71.1,56,746,1021.1
Stanford Met Tower,3/24/25,1115,3.1,69,58,714,1021.4
Stanford Met Tower,3/24/25,1100,2.1,70.7,59,678,1021.7
Stanford Met Tower,3/24/25,1045,1.8,68,62,640,1021.8
Stanford Met Tower,3/24/25,1030,0.9,65.5,67,599,1022.1
Stanford Met Tower,3/24/25,1015,0.7,63.4,72,556,1022.5
Stanford Met Tower,3/24/25,1000,1.5,61.6,76,508,1022.8
Stanford Met Tower,3/24/25,0945,0.8,60.3,78,460,1023
Stanford Met Tower,3/24/25,0930,0.3,58.9,82,410,1023.2
Stanford Met Tower,3/24/25,0915,0.1,57.2,85,359,1023.2
Stanford Met Tower,3/24/25,0900,0.4,56.2,91,304,1023.3
Stanford Met Tower,3/24/25,0845,1.3,54.1,91,260,1023.4
Stanford Met Tower,3/24/25,0830,2,51.4,97,145,1023.5
Stanford Met Tower,3/24/25,0815,2.7,49.3,100,73,1023.5
Stanford Met Tower,3/24/25,0800,2.4,47,100,84,1023.5
Stanford Met Tower,3/24/25,0745,2.9,46,100,68,1023.4
Stanford Met Tower,3/24/25,0730,3.4,45.5,100,28,1023.3
Stanford Met Tower,3/24/25,0715,4.4,45.3,100,6,1023.1
Stanford Met Tower,3/24/25,0700,4.3,45.3,99,1,1022.9
Stanford Met Tower,3/24/25,0645,3.1,45.1,99,0,1022.8
Stanford Met Tower,3/24/25,0630,5.3,45.5,99,0,1022.7
Stanford Met Tower,3/24/25,0615,4.6,45.9,100,0,1022.7
Stanford Met Tower,3/24/25,0600,5,45.7,100,0,1022.7
Stanford Met Tower,3/24/25,0545,5.6,45.8,100,0,1022.6
Stanford Met Tower,3/24/25,0530,3.1,45.8,100,0,1022.6
Stanford Met Tower,3/24/25,0515,3.7,45.3,99,0,1022.5
Stanford Met Tower,3/24/25,0500,4.3,45.5,99,0,1022.4
Stanford Met Tower,3/24/25,0445,5.4,45.7,99,0,1022.4
Stanford Met Tower,3/24/25,0430,5.4,45.8,99,0,1022.4
Stanford Met Tower,3/24/25,0415,4.3,45.8,99,0,1022.4
Stanford Met Tower,3/24/25,0400,4.3,45.7,99,0,1022.5
Stanford Met Tower,3/24/25,0345,2.7,46.3,99,0,1022.3
Stanford Met Tower,3/24/25,0330,3.7,46.5,99,0,1022.4
Stanford Met Tower,3/24/25,0315,4.3,46.5,98,0,1022.4
Stanford Met Tower,3/24/25,0300,3.5,47,99,0,1022.6
Stanford Met Tower,3/24/25,0245,5.2,46.9,98,0,1022.6
Stanford Met Tower,3/24/25,0230,3.7,47,98,0,1022.8
Stanford Met Tower,3/24/25,0215,4.4,47.2,98,0,1022.9
Stanford Met Tower,3/24/25,0200,4.2,47.7,98,0,1022.8
Stanford Met Tower,3/24/25,0145,4.6,47.7,98,0,1022.8
Stanford Met Tower,3/24/25,0130,4.9,48.2,98,0,1022.9
Stanford Met Tower,3/24/25,0115,3.8,48,98,0,1023
Stanford Met Tower,3/24/25,0100,4.5,48.3,99,0,1023
Stanford Met Tower,3/24/25,0045,3.5,48.5,98,0,1023.1
Stanford Met Tower,3/24/25,0030,2.5,48.4,98,0,1023.2
Stanford Met Tower,3/24/25,0015,2.5,48.9,98,0,1023.3
Stanford Met Tower,3/24/25,0000,1.5,49.1,98,0,1023.2
Stanford Met Tower,3/23/25,2345,2.3,49.9,98,0,1023.3
Stanford Met Tower,3/23/25,2330,2,50.4,98,0,1023.2
Stanford Met Tower,3/23/25,2315,2.1,50.2,98,0,1023.1
Stanford Met Tower,3/23/25,2300,0.1,50.5,97,0,1023.1
Stanford Met Tower,3/23/25,2245,1.1,50.8,97,0,1023
Stanford Met Tower,3/23/25,2230,0.6,51.4,96,0,1023.1
Stanford Met Tower,3/23/25,2215,1,51.7,96,0,1023
Stanford Met Tower,3/23/25,2200,0.5,52.6,94,0,1022.8
Stanford Met Tower,3/23/25,2145,0.3,53,93,0,1022.6
Stanford Met Tower,3/23/25,2130,0.3,54.1,90,0,1022.5
Stanford Met Tower,3/23/25,2115,1.8,54.8,89,0,1022.6
Stanford Met Tower,3/23/25,2100,2.1,55.6,85,0,1022.4
Stanford Met Tower,3/23/25,2045,1.9,56.9,84,0,1022.1
Stanford Met Tower,3/23/25,2030,2,57.8,80,0,1021.8
Stanford Met Tower,3/23/25,2015,3.2,58.8,78,0,1021.5
Stanford Met Tower,3/23/25,2000,3.4,60.4,76,0,1021.3
Stanford Met Tower,3/23/25,1945,5,61.5,73,1,1021
Stanford Met Tower,3/23/25,1930,2.6,64,70,5,1020.8
Stanford Met Tower,3/23/25,1915,3.1,66.3,62,13,1020.8
Stanford Met Tower,3/23/25,1900,3.8,68,56,55,1020.8
Stanford Met Tower,3/23/25,1845,6.2,69.2,50,108,1020.7
Stanford Met Tower,3/23/25,1830,6.4,70,49,133,1020.5
Stanford Met Tower,3/23/25,1815,5.9,70.9,50,197,1020.4
Stanford Met Tower,3/23/25,1800,6.9,71.7,49,251,1020.2
Stanford Met Tower,3/23/25,1745,5.9,72.1,48,310,1020.2
Stanford Met Tower,3/23/25,1730,5.9,72.3,49,371,1020.1
Stanford Met Tower,3/23/25,1715,6,72.3,50,421,1020.1
Stanford Met Tower,3/23/25,1700,5.6,72.3,48,484,1020.1
Stanford Met Tower,3/23/25,1645,4.6,72.3,49,526,1020.3
Stanford Met Tower,3/23/25,1630,5.7,71.8,49,566,1020.4
Stanford Met Tower,3/23/25,1615,5.5,72,50,591,1020.4
Stanford Met Tower,3/23/25,1600,5.4,71.5,52,645,1020.6
Stanford Met Tower,3/23/25,1545,5.9,71.1,54,696,1020.6
Stanford Met Tower,3/23/25,1530,6.8,70.2,56,740,1020.8
Stanford Met Tower,3/23/25,1515,6.8,70.2,56,781,1020.8
Stanford Met Tower,3/23/25,1500,6.4,70.2,54,724,1020.7
Stanford Met Tower,3/23/25,1445,6.9,69.4,50,729,1020.5
Stanford Met Tower,3/23/25,1430,7.6,70.3,53,849,1020.6
Stanford Met Tower,3/23/25,1415,5.7,70.3,49,856,1020.7
Stanford Met Tower,3/23/25,1400,3.4,71.5,50,854,1021
Stanford Met Tower,3/23/25,1345,3.1,70.3,50,856,1021.2
Stanford Met Tower,3/23/25,1330,2.3,71.2,48,893,1021.5
Stanford Met Tower,3/23/25,1315,4.4,69.6,50,882,1021.7
Stanford Met Tower,3/23/25,1300,3.7,68.7,54,837,1021.8
Stanford Met Tower,3/23/25,1245,3.2,70,51,847,1022
Stanford Met Tower,3/23/25,1230,2,68.2,56,839,1022.3
Stanford Met Tower,3/23/25,1215,2.1,66.9,58,815,1022.6
Stanford Met Tower,3/23/25,1200,1.4,65.2,63,785,1022.7
Stanford Met Tower,3/23/25,1145,2.3,66.6,59,769,1022.8
Stanford Met Tower,3/23/25,1130,1.8,62.9,66,734,1023
Stanford Met Tower,3/23/25,1115,2.3,62,69,708,1023
Stanford Met Tower,3/23/25,1100,3.4,61.1,73,674,1023.2
Stanford Met Tower,3/23/25,1045,2.4,60.3,75,636,1023.4
Stanford Met Tower,3/23/25,1030,2.6,59.1,77,596,1023.6
Stanford Met Tower,3/23/25,1015,1.7,58.8,78,550,1023.7
Stanford Met Tower,3/23/25,1000,1.6,57.5,81,502,1023.9
Stanford Met Tower,3/23/25,0945,1.6,57.1,82,458,1024
Stanford Met Tower,3/23/25,0930,1.6,55.5,85,408,1024
Stanford Met Tower,3/23/25,0915,3.8,54.2,92,353,1023.8
Stanford Met Tower,3/23/25,0900,3.3,52.9,97,296,1023.9
Stanford Met Tower,3/23/25,0845,2.1,51.3,100,250,1023.8
Stanford Met Tower,3/23/25,0830,1,47.9,100,122,1023.7
Stanford Met Tower,3/23/25,0815,2.9,46.3,100,60,1023.8
Stanford Met Tower,3/23/25,0800,2.9,44.7,100,61,1023.9
Stanford Met Tower,3/23/25,0745,5.7,43.7,100,55,1023.8
Stanford Met Tower,3/23/25,0730,5.2,42.5,100,22,1023.7
Stanford Met Tower,3/23/25,0715,5.6,42.8,100,5,1023.7
Stanford Met Tower,3/23/25,0700,5.1,43,100,1,1023.6
Stanford Met Tower,3/23/25,0645,4.8,42.2,100,0,1023.4
Stanford Met Tower,3/23/25,0630,1.5,42.4,100,0,1023.3
Stanford Met Tower,3/23/25,0615,2.6,42.6,100,0,1023.4
Stanford Met Tower,3/23/25,0600,3.6,43.2,100,0,1023.3
Stanford Met Tower,3/23/25,0545,4.9,43.3,100,0,1023.3
Stanford Met Tower,3/23/25,0530,4.5,42.6,100,0,1023.3
Stanford Met Tower,3/23/25,0515,3.6,43.4,100,0,1023.3
Stanford Met Tower,3/23/25,0500,4.3,43.7,100,0,1023.3
Stanford Met Tower,3/23/25,0445,5.3,43.3,100,0,1023.3
Stanford Met Tower,3/23/25,0430,4.6,43.6,100,0,1023.4
Stanford Met Tower,3/23/25,0415,4.2,43.9,100,0,1023.4
Stanford Met Tower,3/23/25,0400,2.8,43.3,100,0,1023.5
Stanford Met Tower,3/23/25,0345,3.6,43.5,99,0,1023.4
Stanford Met Tower,3/23/25,0330,4.9,44.3,100,0,1023.4
Stanford Met Tower,3/23/25,0315,3.6,44,100,0,1023.5
Stanford Met Tower,3/23/25,0300,2.9,44.1,99,0,1023.5
Stanford Met Tower,3/23/25,0245,2.4,44.3,99,0,1023.7
Stanford Met Tower,3/23/25,0230,4.2,44.8,99,0,1023.7
Stanford Met Tower,3/23/25,0215,4.7,45.2,99,0,1023.6
Stanford Met Tower,3/23/25,0200,4,45.5,99,0,1023.8
Stanford Met Tower,3/23/25,0145,2.7,45.3,99,0,1023.7
Stanford Met Tower,3/23/25,0130,4.1,45,99,0,1023.7
Stanford Met Tower,3/23/25,0115,3.8,45.2,98,0,1023.7
Stanford Met Tower,3/23/25,0100,1.9,45.9,99,0,1023.8
Stanford Met Tower,3/23/25,0045,2.3,45.7,98,0,1023.7
Stanford Met Tower,3/23/25,0030,4.3,45.5,98,0,1023.8
Stanford Met Tower,3/23/25,0015,3,45.8,97,0,1023.9
Stanford Met Tower,3/23/25,0000,2.5,46.3,97,0,1023.8
Stanford Met Tower,3/22/25,2345,2.3,46.6,97,0,1023.9
Stanford Met Tower,3/22/25,2330,1.7,47.1,97,0,1023.9
Stanford Met Tower,3/22/25,2315,1.2,47.6,96,0,1023.7
Stanford Met Tower,3/22/25,2300,3.5,47.6,96,0,1023.6
Stanford Met Tower,3/22/25,2245,3.5,48.3,95,0,1023.6
Stanford Met Tower,3/22/25,2230,0.9,48.3,95,0,1023.8
Stanford Met Tower,3/22/25,2215,1.5,48.3,94,0,1023.7
Stanford Met Tower,3/22/25,2200,0.4,48.8,94,0,1023.6
Stanford Met Tower,3/22/25,2145,0.2,49.7,91,0,1023.3
Stanford Met Tower,3/22/25,2130,1.6,50.5,90,0,1023.2
Stanford Met Tower,3/22/25,2115,0.5,51,88,0,1023.1
Stanford Met Tower,3/22/25,2100,3.2,51.7,87,0,1022.9
Stanford Met Tower,3/22/25,2045,3,52.5,86,0,1022.9
Stanford Met Tower,3/22/25,2030,3.3,52.4,86,0,1022.7
Stanford Met Tower,3/22/25,2015,2.9,53.9,81,0,1022.3
Stanford Met Tower,3/22/25,2000,2.1,55.4,78,0,1022.2
Stanford Met Tower,3/22/25,1945,3.5,56.3,76,0,1022.2
Stanford Met Tower,3/22/25,1930,3.5,56.2,77,3,1022.1
Stanford Met Tower,3/22/25,1915,6,57.4,74,11,1022.1
Stanford Met Tower,3/22/25,1900,4.2,59,70,59,1022
Stanford Met Tower,3/22/25,1845,5.6,59.2,71,110,1021.9
Stanford Met Tower,3/22/25,1830,6.4,60,69,154,1021.8
Stanford Met Tower,3/22/25,1815,5.8,60.9,68,199,1021.9
Stanford Met Tower,3/22/25,1800,6.4,60.9,67,235,1021.7
Stanford Met Tower,3/22/25,1745,7.2,61.1,66,256,1021.9
Stanford Met Tower,3/22/25,1730,5.3,61.1,64,309,1021.9
Stanford Met Tower,3/22/25,1715,6.7,61.9,64,378,1021.7
Stanford Met Tower,3/22/25,1700,8.2,61.2,65,354,1022
Stanford Met Tower,3/22/25,1645,10.1,61.5,63,600,1022.1
Stanford Met Tower,3/22/25,1630,11.6,61.8,63,550,1022.2
Stanford Met Tower,3/22/25,1615,7.7,62.3,62,634,1022.3
Stanford Met Tower,3/22/25,1600,8.2,61.4,65,684,1022.3
Stanford Met Tower,3/22/25,1545,9.3,60.8,67,682,1022.4
Stanford Met Tower,3/22/25,1530,9.7,60.9,66,613,1022.5
Stanford Met Tower,3/22/25,1515,8.9,59.9,65,391,1022.7
Stanford Met Tower,3/22/25,1500,8.6,60.2,65,382,1022.6
Stanford Met Tower,3/22/25,1445,7,60.3,68,379,1022.7
Stanford Met Tower,3/22/25,1430,8.6,60.4,67,339,1022.9
Stanford Met Tower,3/22/25,1415,8.3,60.2,64,342,1023
Stanford Met Tower,3/22/25,1400,7.2,60.6,63,348,1023.1
Stanford Met Tower,3/22/25,1345,6.8,61.2,65,365,1023.2
Stanford Met Tower,3/22/25,1330,8.3,60.5,66,379,1023.2
Stanford Met Tower,3/22/25,1315,10.3,61.7,63,645,1023.2
Stanford Met Tower,3/22/25,1300,9.3,61.6,56,610,1023.4
Stanford Met Tower,3/22/25,1245,8.2,61.6,54,675,1023.5
Stanford Met Tower,3/22/25,1230,6.8,61,59,474,1023.7
Stanford Met Tower,3/22/25,1215,6.5,61.4,65,523,1023.9
Stanford Met Tower,3/22/25,1200,4.7,60.4,68,346,1023.9
Stanford Met Tower,3/22/25,1145,3.5,59.7,76,351,1024
Stanford Met Tower,3/22/25,1130,3.8,59.4,77,438,1024
Stanford Met Tower,3/22/25,1115,3.5,59.5,76,489,1024.2
Stanford Met Tower,3/22/25,1100,4.2,58.1,78,451,1024.4
Stanford Met Tower,3/22/25,1045,3.7,57.5,81,573,1024.5
Stanford Met Tower,3/22/25,1030,0.9,57.5,80,518,1024.6
Stanford Met Tower,3/22/25,1015,0.5,55.5,82,349,1024.7
Stanford Met Tower,3/22/25,1000,0.6,53.8,85,188,1024.8
Stanford Met Tower,3/22/25,0945,1.9,53.7,87,197,1024.9
Stanford Met Tower,3/22/25,0930,1.9,52.8,87,210,1024.8
Stanford Met Tower,3/22/25,0915,1.8,51.7,88,162,1024.7
Stanford Met Tower,3/22/25,0900,2.1,50.5,90,158,1024.8
Stanford Met Tower,3/22/25,0845,2.3,49.1,92,141,1024.9
Stanford Met Tower,3/22/25,0830,2.5,47.8,94,96,1024.9
Stanford Met Tower,3/22/25,0815,2.5,46.6,96,86,1024.9
Stanford Met Tower,3/22/25,0800,4.1,45.1,98,72,1024.9
Stanford Met Tower,3/22/25,0745,3.4,44,98,34,1024.8
Stanford Met Tower,3/22/25,0730,2.9,44,98,14,1024.7
Stanford Met Tower,3/22/25,0715,3,43.9,98,3,1024.7
Stanford Met Tower,3/22/25,0700,3.1,43.4,97,0,1024.5
Stanford Met Tower,3/22/25,0645,3.2,43.3,96,0,1024.5
Stanford Met Tower,3/22/25,0630,2.5,43.9,96,0,1024.4
Stanford Met Tower,3/22/25,0615,3.5,43.8,96,0,1024.3
Stanford Met Tower,3/22/25,0600,5.4,44.9,96,0,1024.2
Stanford Met Tower,3/22/25,0545,3,44.8,95,0,1024
Stanford Met Tower,3/22/25,0530,3,44.6,95,0,1023.9
Stanford Met Tower,3/22/25,0515,3.3,44.4,95,0,1023.9
Stanford Met Tower,3/22/25,0500,5.1,44.4,95,0,1023.8
Stanford Met Tower,3/22/25,0445,3.9,44.6,95,0,1023.8
Stanford Met Tower,3/22/25,0430,4.5,44.9,94,0,1023.9
Stanford Met Tower,3/22/25,0415,4.2,44.5,95,0,1024
Stanford Met Tower,3/22/25,0400,3.1,44.4,96,0,1023.9
Stanford Met Tower,3/22/25,0345,3.2,44,94,0,1023.9
Stanford Met Tower,3/22/25,0330,5,44.8,93,0,1024.1
Stanford Met Tower,3/22/25,0315,5.4,45.2,92,0,1024.1
Stanford Met Tower,3/22/25,0300,3.1,45.3,93,0,1024.3
Stanford Met Tower,3/22/25,0245,4.9,45.1,93,0,1024.3
Stanford Met Tower,3/22/25,0230,4.2,45.2,93,0,1024.7
Stanford Met Tower,3/22/25,0215,3.1,45.3,92,0,1024.7
Stanford Met Tower,3/22/25,0200,3.4,45.5,93,0,1024.9
Stanford Met Tower,3/22/25,0145,3.7,45.5,92,0,1024.9
Stanford Met Tower,3/22/25,0130,3.8,45.2,92,0,1025
Stanford Met Tower,3/22/25,0115,4.1,44.5,91,0,1025.2
Stanford Met Tower,3/22/25,0100,2.6,45.4,90,0,1025.3
Stanford Met Tower,3/22/25,0045,5,46,87,0,1025.3
Stanford Met Tower,3/22/25,0030,3.7,46.3,88,0,1025.3
Stanford Met Tower,3/22/25,0015,4.2,46,87,0,1025.4
Stanford Met Tower,3/22/25,0000,4,46.2,88,0,1025.4
Stanford Met Tower,3/21/25,2345,3.6,45.9,89,0,1025.4
Stanford Met Tower,3/21/25,2330,2.6,45.6,90,0,1025.4
Stanford Met Tower,3/21/25,2315,1.8,45.9,90,0,1025.4
Stanford Met Tower,3/21/25,2300,2,46.2,89,0,1025.3
Stanford Met Tower,3/21/25,2245,2.8,47,88,0,1025.3
Stanford Met Tower,3/21/25,2230,3,47.2,87,0,1025.3
Stanford Met Tower,3/21/25,2215,2.8,48.8,84,0,1025.1
Stanford Met Tower,3/21/25,2200,3.7,48.9,82,0,1025
Stanford Met Tower,3/21/25,2145,3.4,50,81,0,1024.9
Stanford Met Tower,3/21/25,2130,3.7,51.2,76,0,1024.8
Stanford Met Tower,3/21/25,2115,3.9,52.2,74,0,1024.8
Stanford Met Tower,3/21/25,2100,4.3,52.6,73,0,1024.7
Stanford Met Tower,3/21/25,2045,4.8,53,72,0,1024.5
Stanford Met Tower,3/21/25,2030,4,53.4,71,0,1024.5
Stanford Met Tower,3/21/25,2015,3.9,54.2,69,0,1024.3
Stanford Met Tower,3/21/25,2000,4.1,54.4,69,0,1024.2
Stanford Met Tower,3/21/25,1945,3.8,54.9,68,0,1024.1
Stanford Met Tower,3/21/25,1930,5.6,55.6,66,3,1023.8
Stanford Met Tower,3/21/25,1915,6.3,56.1,66,17,1023.7
Stanford Met Tower,3/21/25,1900,6.3,56.9,64,59,1023.6
Stanford Met Tower,3/21/25,1845,6.1,57.8,62,105,1023.8
Stanford Met Tower,3/21/25,1830,6.4,58.8,61,142,1023.8
Stanford Met Tower,3/21/25,1815,7.7,59.2,61,200,1023.7
Stanford Met Tower,3/21/25,1800,8.1,59.7,59,254,1023.6
Stanford Met Tower,3/21/25,1745,7.9,59.9,59,309,1023.4
Stanford Met Tower,3/21/25,1730,7.3,60.5,59,361,1023.4
Stanford Met Tower,3/21/25,1715,6.1,60.4,57,423,1023.5
Stanford Met Tower,3/21/25,1700,8,60.4,59,373,1023.4
Stanford Met Tower,3/21/25,1645,7.1,61,62,417,1023.3
Stanford Met Tower,3/21/25,1630,7.6,61.2,61,550,1023.5
Stanford Met Tower,3/21/25,1615,9.6,61.6,60,580,1023.4
Stanford Met Tower,3/21/25,1600,8.2,62.1,58,482,1023.6
Stanford Met Tower,3/21/25,1545,7.4,62.6,56,587,1023.4
Stanford Met Tower,3/21/25,1530,7.2,62.6,56,714,1023.5
Stanford Met Tower,3/21/25,1515,6.2,62.8,55,698,1023.4
Stanford Met Tower,3/21/25,1500,7.3,62.2,56,660,1023.4
Stanford Met Tower,3/21/25,1445,6.5,62.4,54,811,1023.4
Stanford Met Tower,3/21/25,1430,7.1,62.3,54,767,1023.7
Stanford Met Tower,3/21/25,1415,8.6,62.5,52,796,1023.8
Stanford Met Tower,3/21/25,1400,8.5,62.8,55,780,1024.2
Stanford Met Tower,3/21/25,1345,8.8,62.4,55,769,1024.3
Stanford Met Tower,3/21/25,1330,8.8,61,56,757,1024.4
Stanford Met Tower,3/21/25,1315,6.9,61.1,50,740,1024.4
Stanford Met Tower,3/21/25,1300,6.1,61.2,50,769,1024.5
Stanford Met Tower,3/21/25,1245,6.4,60.5,50,722,1024.6
Stanford Met Tower,3/21/25,1230,6.1,60.1,53,747,1024.7
Stanford Met Tower,3/21/25,1215,5.8,59.7,55,723,1024.8
Stanford Met Tower,3/21/25,1200,4.1,58.8,57,757,1025
Stanford Met Tower,3/21/25,1145,5.4,59.5,58,748,1025.1
Stanford Met Tower,3/21/25,1130,4.4,58.6,55,726,1025.2
Stanford Met Tower,3/21/25,1115,2.6,58.7,55,690,1025.1
Stanford Met Tower,3/21/25,1100,2.5,57.9,56,654,1025.4
Stanford Met Tower,3/21/25,1045,3.5,56.8,60,590,1025.5
Stanford Met Tower,3/21/25,1030,2.8,57.1,59,568,1025.7
Stanford Met Tower,3/21/25,1015,4.5,54.9,60,533,1026.3
Stanford Met Tower,3/21/25,1000,3.7,54,62,493,1026.4
Stanford Met Tower,3/21/25,0945,1.3,54,63,386,1026.5
Stanford Met Tower,3/21/25,0930,0.8,53.1,64,398,1026.1
Stanford Met Tower,3/21/25,0915,0.7,51.3,70,317,1026.2
Stanford Met Tower,3/21/25,0900,1.1,48.6,80,275,1025.9
Stanford Met Tower,3/21/25,0845,2,45.9,85,186,1026
Stanford Met Tower,3/21/25,0830,2.1,43.2,91,73,1026.1
Stanford Met Tower,3/21/25,0815,3.7,41.2,93,52,1026.3
Stanford Met Tower,3/21/25,0800,3.2,40.3,94,41,1026.1
Stanford Met Tower,3/21/25,0745,4.3,39.6,94,26,1026.3
Stanford Met Tower,3/21/25,0730,4.1,40.3,94,12,1026
Stanford Met Tower,3/21/25,0715,4.7,39.4,95,2,1025.9
Stanford Met Tower,3/21/25,0700,4.6,39.2,93,0,1025.7
Stanford Met Tower,3/21/25,0645,4.2,39.6,92,0,1025.6
Stanford Met Tower,3/21/25,0630,4.4,40,91,0,1025.5
Stanford Met Tower,3/21/25,0615,4.5,40,91,0,1025.3
Stanford Met Tower,3/21/25,0600,3.9,39.9,92,0,1025.3
Stanford Met Tower,3/21/25,0545,4,40.5,92,0,1025.1
Stanford Met Tower,3/21/25,0530,4,39.8,90,0,1025.1
Stanford Met Tower,3/21/25,0515,3.4,40.5,88,0,1025
Stanford Met Tower,3/21/25,0500,4.6,40.7,86,0,1025.3
Stanford Met Tower,3/21/25,0445,5.2,40.7,86,0,1025.2
Stanford Met Tower,3/21/25,0430,4.3,40.3,88,0,1025.4
Stanford Met Tower,3/21/25,0415,3.2,40.6,86,0,1025.4
Stanford Met Tower,3/21/25,0400,4.1,40.6,87,0,1025.5
Stanford Met Tower,3/21/25,0345,3,40.3,87,0,1025.6
Stanford Met Tower,3/21/25,0330,2.6,40.4,86,0,1025.6
Stanford Met Tower,3/21/25,0315,4.1,41.3,83,0,1025.6
Stanford Met Tower,3/21/25,0300,3.4,41.4,84,0,1025.8
Stanford Met Tower,3/21/25,0245,5.1,41.9,84,0,1026
Stanford Met Tower,3/21/25,0230,4.8,41.2,83,0,1026.5
Stanford Met Tower,3/21/25,0215,5.1,41.4,83,0,1026.5
Stanford Met Tower,3/21/25,0200,4,41.2,82,0,1026.5
Stanford Met Tower,3/21/25,0145,3.6,41.4,82,0,1026.7
Stanford Met Tower,3/21/25,0130,4.6,41.9,79,0,1026.7
Stanford Met Tower,3/21/25,0115,5,42.3,79,0,1026.8
Stanford Met Tower,3/21/25,0100,3.1,41.8,81,0,1027
Stanford Met Tower,3/21/25,0045,2.7,41.6,82,0,1027.2
Stanford Met Tower,3/21/25,0030,3.1,41.8,83,0,1027.3
Stanford Met Tower,3/21/25,0015,3,42.5,82,0,1027.5
Stanford Met Tower,3/21/25,0000,4.2,42.5,80,0,1027.6
Stanford Met Tower,3/20/25,2345,3.9,43.1,81,0,1027.6
Stanford Met Tower,3/20/25,2330,3.2,43.4,82,0,1027.7
Stanford Met Tower,3/20/25,2315,3.9,43.2,82,0,1027.7
Stanford Met Tower,3/20/25,2300,3.6,44.4,83,0,1027.8
Stanford Met Tower,3/20/25,2245,2.4,44.3,82,0,1027.8
Stanford Met Tower,3/20/25,2230,5.4,45.8,79,0,1027.7
Stanford Met Tower,3/20/25,2215,3.8,44.6,85,0,1027.7
Stanford Met Tower,3/20/25,2200,3.4,45.2,82,0,1027.6
Stanford Met Tower,3/20/25,2145,2.8,47,78,0,1027.6
Stanford Met Tower,3/20/25,2130,2.3,47.5,77,0,1027.6
Stanford Met Tower,3/20/25,2115,1.7,46.5,80,0,1027.5
Stanford Met Tower,3/20/25,2100,0.7,48.6,73,0,1027.3
Stanford Met Tower,3/20/25,2045,4.1,51.5,65,0,1027.1
